{1,0,0,0,0,0,0,0,0,0,0,0,0,0,1},
{1,9,0,0,0,0,0,0,0,0,0,0,0,9,1},
{1,9,0,7,0,0,0,0,0,0,0,7,0,9,1},
{1,9,0,7,10,0,0,0,0,0,10,7,0,9,1},
{1,9,0,7,10,0,3,0,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1},
{1,9,0,7,10,0,3,2,3,0,10,7,0,9,1}
